	Effect	variable	value
128	Rec	BM	0.06368563685636856
129	Rec	BM	0.0
130	Syn	BM	0.007231404958677686
131	Rec	BM	0.0
132	Rec	BM	0.03225806451612903
133	Rec	BM	0.0
134	Rec	BM	0.0
135	Syn	BM	0.0
136	Rec	BM	0.0
137	Rec	BM	0.0
138	Rec	BM	0.0106951871657754
139	Rec	BM	0.0
140	Rec	BM	0.006024096385542169
141	Rec	BM	0.017241379310344827
142	Rec	BM	0.0
143	Syn	BM	0.0
144	Rec	BM	0.0
145	Rec	BM	0.0
146	Rec	BM	0.0
147	Syn	BM	0.0
148	Syn	BM	0.0
149	Rec	BM	0.0
150	Syn	BM	0.0
151	Rec	BM	0.0
152	Rec	BM	0.0
153	Rec	BM	0.011494252873563218
154	Syn	BM	0.0
155	Rec	BM	0.0
156	Rec	BM	0.0
157	Rec	BM	0.0
158	Rec	BM	0.0
159	Rec	BM	0.0
160	Rec	BM	0.0
161	Rec	BM	0.0
162	Rec	BM	0.017241379310344827
163	Rec	BM	0.04225352112676056
164	Rec	BM	0.0
165	Syn	BM	0.0
166	Rec	BM	0.00398406374501992
167	Rec	BM	0.0
168	Syn	BM	0.0
169	Rec	BM	0.0
170	Syn	BM	0.0
171	Rec	BM	0.0
172	Syn	BM	0.0
173	Syn	BM	0.0
174	Syn	BM	0.0
175	Rec	BM	0.006322444678609061
176	Rec	BM	0.0
177	Syn	BM	0.0
178	Syn	BM	0.0
179	Rec	BM	0.010526315789473684
180	Rec	BM	0.0761904761904762
181	Rec	BM	0.012195121951219513
182	Syn	BM	0.0
183	Rec	BM	0.0
184	Rec	BM	0.0
185	Syn	BM	0.0
186	Rec	BM	0.027777777777777776
187	Rec	BM	0.0
188	Rec	BM	0.0
189	Rec	BM	0.0
190	Rec	BM	0.0
191	Rec	BM	0.0
192	Rec	BM	0.0
193	Rec	BM	0.0
194	Syn	BM	0.0
195	Rec	BM	0.0
196	Rec	BM	0.0
197	Rec	BM	0.0
198	Syn	BM	0.0
199	Rec	BM	0.04
200	Syn	BM	0.0
201	Rec	BM	0.0
202	Rec	BM	0.03125
203	Syn	BM	0.0
204	Syn	BM	0.0
205	Rec	BM	0.006211180124223602
206	Syn	BM	0.0
207	Rec	BM	0.03157894736842105
208	Rec	BM	0.0
209	Syn	BM	0.0
210	Syn	BM	0.01445086705202312
211	Rec	BM	0.0022624434389140274
212	Syn	BM	0.03333333333333333
213	Rec	BM	0.029411764705882356
214	Rec	BM	0.0
215	Syn	BM	0.0
216	Rec	BM	0.026923076923076925
217	Rec	BM	0.0967741935483871
218	Rec	BM	0.0906148867313916
219	Syn	BM	0.011299435028248588
220	Rec	BM	0.19285714285714287
221	Rec	BM	0.039145907473309614
222	Syn	BM	0.0
223	Rec	BM	0.0
224	Rec	BM	0.0
225	Rec	BM	0.0
226	Rec	BM	0.02564102564102564
227	Rec	BM	0.0
228	Syn	BM	0.0
229	Rec	BM	0.0
230	Rec	BM	0.0
231	Rec	BM	0.0
232	Rec	BM	0.04
233	Rec	BM	0.0
234	Rec	BM	0.0
235	Syn	BM	0.0
236	Rec	BM	0.0
237	Rec	BM	0.010752688172043013
238	Rec	BM	0.0
239	Syn	BM	0.0
240	Syn	BM	0.0
241	Rec	BM	0.011345218800648298
242	Rec	BM	0.0
243	Rec	BM	0.028571428571428567
244	Syn	BM	0.0
245	Syn	BM	0.0
246	Rec	BM	0.09448818897637797
247	Rec	BM	0.024390243902439025
248	Rec	BM	0.13664596273291926
249	Rec	BM	0.0
250	Rec	BM	0.0
251	Rec	BM	0.0
252	Rec	BM	0.0049504950495049506
253	Rec	BM	0.009433962264150943
254	Rec	BM	0.06481481481481481
255	Rec	BM	0.0
256	Rec	BM	0.0
257	Syn	BM	0.0
258	Rec	BM	0.0
259	Rec	BM	0.0
260	Rec	BM	0.0
261	Rec	BM	0.0
262	Rec	BM	0.0
263	Rec	BM	0.0
264	Rec	BM	0.0
265	Rec	BM	0.0
266	Rec	BM	0.0
267	Syn	BM	0.022727272727272728
268	Syn	BM	0.0
269	Rec	BM	0.0
270	Rec	BM	0.0
271	Rec	BM	0.0
272	Rec	BM	0.0
273	Rec	BM	0.05263157894736842
274	Rec	BM	0.0
275	Syn	BM	0.0
276	Rec	BM	0.0
277	Syn	BM	0.04
278	Syn	BM	0.0
279	Syn	BM	0.001037344398340249
280	Rec	BM	0.0
281	Rec	BM	0.04032258064516129
282	Rec	BM	0.0
283	Syn	BM	0.0
284	Syn	BM	0.0
285	Syn	BM	0.0
286	Rec	BM	0.004608294930875576
287	Rec	BM	0.057416267942583726
288	Rec	BM	0.0132013201320132
289	Syn	BM	0.03125
290	Syn	BM	0.0
291	Rec	BM	0.0
292	Syn	BM	0.017543859649122806
293	Syn	BM	0.03389830508474576
294	Syn	BM	0.0
295	Rec	BM	0.0
296	Rec	BM	0.045454545454545456
297	Syn	BM	0.0
298	Rec	BM	0.4615384615384616
299	Rec	BM	0.003278688524590164
300	Syn	BM	0.0
301	Syn	BM	0.0
302	Syn	BM	0.0
303	Syn	BM	0.0
304	Rec	BM	0.16216216216216214
305	Syn	BM	0.0
306	Syn	BM	0.0
307	Rec	BM	0.0
308	Rec	BM	0.0
309	Rec	BM	0.0
310	Rec	BM	0.0
311	Syn	BM	0.05027932960893855
312	Rec	BM	0.0
313	Syn	BM	0.0
314	Rec	BM	0.0035714285714285718
315	Rec	BM	0.008955223880597015
316	Syn	BM	0.0
317	Rec	BM	0.0
318	Rec	BM	0.0
319	Rec	BM	0.0
320	Syn	BM	0.0
321	Syn	BM	0.0
322	Rec	BM	0.0
323	Rec	BM	0.0
324	Rec	BM	0.0
325	Syn	BM	0.0
326	Syn	BM	0.0
327	Rec	BM	0.0
328	Rec	BM	0.0
329	Rec	BM	0.0
330	Rec	BM	0.0
331	Syn	BM	0.0
332	Rec	BM	0.0
333	Rec	BM	0.0
334	Syn	BM	0.09302325581395347
335	Syn	BM	0.0
336	Rec	BM	0.0
337	Rec	BM	0.0
338	Syn	BM	0.1
339	Syn	BM	0.0
340	Rec	BM	0.001122334455667789
341	Syn	BM	0.0044004400440044
342	Syn	BM	0.0
343	Rec	BM	0.03333333333333333
344	Rec	BM	0.0
345	Rec	BM	0.0
346	Rec	BM	0.016393442622950817
347	Rec	BM	0.06329113924050632
348	Rec	BM	0.0
349	Rec	BM	0.0
350	Rec	BM	0.0
351	Rec	BM	0.0
352	Rec	BM	0.0
353	Rec	BM	0.0
354	Rec	BM	0.02127659574468085
355	Rec	BM	0.04444444444444445
356	Syn	BM	0.0
357	Rec	BM	0.0
358	Syn	BM	0.0
359	Rec	BM	0.0
360	Rec	BM	0.0032258064516129032
361	Syn	BM	0.003424657534246575
362	Syn	BM	0.006430868167202572
363	Rec	BM	0.0
364	Rec	BM	0.0
365	Rec	BM	0.0
366	Syn	BM	0.011764705882352941
367	Rec	BM	0.0
368	Syn	BM	0.04166666666666666
369	Rec	BM	0.0
370	Rec	BM	0.0
371	Rec	BM	0.0
372	Rec	BM	0.0
373	Rec	BM	0.0
374	Rec	BM	0.027777777777777776
375	Rec	BM	0.0
376	Rec	BM	0.0
377	Syn	BM	0.0
378	Syn	BM	0.0
379	Syn	BM	0.0
380	Rec	BM	0.0
381	Rec	BM	0.0
382	Syn	BM	0.0
383	Rec	BM	0.0
384	Syn	BM	0.0
385	Rec	BM	0.0
386	Rec	BM	0.0
387	Rec	BM	0.0
388	Rec	BM	0.0
389	Syn	BM	0.0
390	Rec	BM	0.0
391	Rec	BM	0.0
392	Syn	BM	0.0
393	Rec	BM	0.0
394	Syn	BM	0.0
395	Rec	BM	0.020242914979757085
396	Rec	BM	0.008695652173913044
397	Rec	BM	0.019230769230769232
398	Rec	BM	0.00563380281690141
399	Rec	BM	0.13468013468013468
400	Rec	BM	0.023809523809523808
401	Syn	BM	0.29737609329446063
402	Rec	BM	0.0
403	Rec	BM	0.018461538461538463
404	Rec	BM	0.0
405	Rec	BM	0.0
406	Rec	BM	0.021739130434782608
407	Syn	BM	0.0
408	Rec	BM	0.0
409	Rec	BM	0.0
410	Rec	BM	0.0
411	Rec	BM	0.0
412	Rec	BM	0.0
413	Rec	BM	0.0
414	Rec	BM	0.004830917874396135
415	Rec	BM	0.03184713375796178
416	Rec	BM	0.0
417	Rec	BM	0.0
418	Rec	BM	0.0
419	Rec	BM	0.03448275862068965
420	Rec	BM	0.0
421	Rec	BM	0.03125
422	Rec	BM	0.0
423	Rec	BM	0.024390243902439025
424	Rec	BM	0.0
425	Rec	BM	0.0
426	Rec	BM	0.0
427	Syn	BM	0.0
428	Rec	BM	0.0547945205479452
429	Rec	BM	0.0
430	Syn	BM	0.0
431	Rec	BM	0.0
432	Rec	BM	0.0
433	Rec	BM	0.0
434	Syn	BM	0.0
435	Syn	BM	0.0
436	Syn	BM	0.029411764705882356
437	Rec	BM	0.0
438	Rec	BM	0.0
439	Rec	BM	0.0
440	Syn	BM	0.0
441	Rec	BM	0.0
442	Syn	BM	0.0
443	Rec	BM	0.0
444	Rec	BM	0.0
445	Rec	BM	0.0
446	Rec	BM	0.0
447	Rec	BM	0.0
448	Rec	BM	0.0297029702970297
449	Syn	BM	0.0
450	Syn	BM	0.0
451	Syn	BM	0.0
452	Rec	BM	0.0
453	Rec	BM	0.005434782608695652
454	Rec	BM	0.0
455	Rec	BM	0.03333333333333333
456	Rec	BM	0.03225806451612903
457	Rec	BM	0.0
458	Syn	BM	0.0
459	Syn	BM	0.0
460	Rec	BM	0.24242424242424246
461	Rec	BM	0.0
462	Rec	BM	0.026178010471204192
463	Rec	BM	0.0
464	Rec	BM	0.0
465	Rec	BM	0.0
466	Rec	BM	0.0
467	Syn	BM	0.0
468	Syn	BM	0.08695652173913042
469	Rec	BM	0.0
470	Syn	BM	0.0
471	Rec	BM	0.0
472	Rec	BM	0.027522935779816515
473	Rec	BM	0.002068252326783868
474	Rec	BM	0.0
475	Rec	BM	0.0
476	Rec	BM	0.0
477	Rec	BM	0.0
478	Syn	BM	0.0
479	Syn	BM	0.045454545454545456
480	Syn	BM	0.0
481	Rec	BM	0.0
482	Rec	BM	0.0
483	Rec	BM	0.0
484	Rec	BM	0.0
485	Syn	BM	0.0015174506828528073
486	Rec	BM	0.007309941520467836
487	Rec	BM	0.00745156482861401
488	Rec	BM	0.0
489	Rec	BM	0.02666666666666667
490	Rec	BM	0.011494252873563218
491	Rec	BM	0.0
492	Rec	BM	0.0
493	Rec	BM	0.061728395061728385
494	Rec	BM	0.0
495	Syn	BM	0.0
496	Rec	BM	0.0
497	Rec	BM	0.0
498	Syn	BM	0.0
499	Rec	BM	0.2857142857142857
500	Rec	BM	0.019230769230769232
501	Rec	BM	0.07692307692307693
502	Rec	BM	0.07317073170731707
503	Rec	BM	0.0
504	Rec	BM	0.0
505	Rec	BM	0.05882352941176471
506	Rec	BM	0.0
507	Rec	BM	0.0
508	Rec	BM	0.0
509	Syn	BM	0.0
510	Rec	BM	0.0
511	Syn	BM	0.0
512	Rec	BM	0.019230769230769232
513	Rec	BM	0.0
514	Rec	BM	0.0
515	Rec	BM	0.0
516	Rec	BM	0.0
517	Syn	BM	0.0
518	Rec	BM	0.0
519	Syn	BM	0.0
520	Rec	BM	0.0
521	Syn	BM	0.0
522	Rec	BM	0.0
523	Rec	BM	0.0
524	Rec	BM	0.0
525	Syn	BM	0.0
526	Rec	BM	0.0
527	Rec	BM	0.0
528	Rec	BM	0.0
529	Rec	BM	0.0
530	Rec	BM	0.0
531	Rec	BM	0.0
532	Syn	BM	0.0
533	Syn	BM	0.0
534	Rec	BM	0.018867924528301886
535	Syn	BM	0.0
536	Rec	BM	0.0
537	Rec	BM	0.0
538	Rec	BM	0.0
539	Rec	BM	0.0
540	Rec	BM	0.016129032258064516
541	Rec	BM	0.03125
542	Rec	BM	0.0
543	Rec	BM	0.0
544	Syn	BM	0.0
545	Rec	BM	0.0064516129032258064
546	Rec	BM	0.0
547	Rec	BM	0.0
548	Rec	BM	0.0
549	Rec	BM	0.0
550	Syn	BM	0.0
551	Rec	BM	0.0
552	Rec	BM	0.0
553	Rec	BM	0.03571428571428571
554	Syn	BM	0.0
555	Rec	BM	0.0
556	Syn	BM	0.0
557	Rec	BM	0.0
558	Rec	BM	0.0
559	Rec	BM	0.0
560	Rec	BM	0.02884615384615385
561	Rec	BM	0.0076045627376425855
562	Rec	BM	0.0
563	Rec	BM	0.0
564	Rec	BM	0.0
565	Rec	BM	0.026845637583892617
566	Rec	BM	0.0
567	Rec	BM	0.0
568	Rec	BM	0.0
569	Rec	BM	0.0
570	Rec	BM	0.016611295681063124
571	Rec	BM	0.0125
572	Syn	BM	0.0
573	Rec	BM	0.00558659217877095
574	Rec	BM	0.0
575	Syn	BM	0.0
576	Rec	BM	0.109375
577	Rec	BM	0.0
578	Rec	BM	0.0
579	Rec	BM	0.0
580	Rec	BM	0.006578947368421052
581	Rec	BM	0.0
582	Rec	BM	0.0
583	Rec	BM	0.0
584	Syn	BM	0.02
585	Rec	BM	0.0
586	Syn	BM	0.0
587	Rec	BM	0.0
588	Syn	BM	0.0
589	Rec	BM	0.0
590	Rec	BM	0.0
591	Rec	BM	0.0
592	Rec	BM	0.0
593	Rec	BM	0.002949852507374631
594	Syn	BM	0.02746365105008077
595	Rec	BM	0.2664418212478921
596	Syn	BM	0.028606965174129355
597	Syn	BM	0.03841536614645858
598	Rec	BM	0.013237063778580024
599	Rec	BM	0.006097560975609756
600	Syn	BM	0.0
601	Syn	BM	0.0
602	Rec	BM	0.025
603	Rec	BM	0.0
604	Rec	BM	0.0
605	Rec	BM	0.0
606	Rec	BM	0.4056308654848801
607	Rec	BM	0.0
608	Rec	BM	0.0
609	Rec	BM	0.0
610	Rec	BM	0.0
611	Rec	BM	0.0
612	Rec	BM	0.03389830508474576
613	Syn	BM	0.017543859649122806
614	Rec	BM	0.005714285714285714
615	Rec	BM	0.18478260869565216
616	Rec	BM	0.02564102564102564
617	Rec	BM	0.027272727272727268
618	Rec	BM	0.015037593984962403
619	Rec	BM	0.005291005291005291
620	Syn	BM	0.0
621	Rec	BM	0.0
622	Syn	BM	0.04
623	Rec	BM	0.0
624	Rec	BM	0.0
625	Rec	BM	0.0
626	Rec	BM	0.0
627	Syn	BM	0.0
628	Rec	BM	0.0
629	Syn	BM	0.0
630	Rec	BM	0.0125
631	Rec	BM	0.0
632	Syn	BM	0.0
633	Rec	BM	0.0
634	Syn	BM	0.0
635	Rec	BM	0.0
636	Rec	BM	0.0
637	Rec	BM	0.0
638	Rec	BM	0.0
639	Rec	BM	0.04
640	Rec	BM	0.0
641	Syn	BM	0.0
642	Rec	BM	0.0
643	Rec	BM	0.09933774834437084
644	Rec	BM	0.0
645	Rec	BM	0.0425531914893617
646	Rec	BM	0.007092198581560284
647	Rec	BM	0.014388489208633094
648	Rec	BM	0.0
649	Rec	BM	0.0
650	Rec	BM	0.0
651	Rec	BM	0.0
652	Rec	BM	0.0
653	Syn	BM	0.0202991452991453
654	Syn	BM	0.06666666666666668
655	Rec	BM	0.0
656	Rec	BM	0.0
657	Syn	BM	0.0
658	Syn	BM	0.0
659	Rec	BM	0.0
660	Rec	BM	0.0
661	Syn	BM	0.0
662	Rec	BM	0.0
663	Rec	BM	0.0
664	Rec	BM	0.0
665	Rec	BM	0.0
666	Syn	BM	0.0
667	Rec	BM	0.06756756756756757
668	Syn	BM	0.0
669	Syn	BM	0.0
670	Rec	BM	0.011235955056179777
671	Rec	BM	0.0
672	Rec	BM	0.0
673	Rec	BM	0.0
674	Rec	BM	0.0
675	Syn	BM	0.0
676	Syn	BM	0.0
677	Rec	BM	0.0
678	Rec	BM	0.0
679	Rec	BM	0.0
680	Rec	BM	0.03225806451612903
681	Rec	BM	0.0
682	Rec	BM	0.1728395061728395
683	Rec	BM	0.04301075268817205
684	Rec	BM	0.0
685	Rec	BM	0.0
686	Rec	BM	0.0
687	Rec	BM	0.0
688	Syn	BM	0.0
689	Syn	BM	0.0576923076923077
690	Syn	BM	0.0
691	Rec	BM	0.0
692	Rec	BM	0.0125
693	Syn	BM	0.004901960784313725
694	Rec	BM	0.0
695	Rec	BM	0.0
696	Rec	BM	0.0
697	Rec	BM	0.0
698	Rec	BM	0.0
699	Rec	BM	0.0
700	Rec	BM	0.0
701	Rec	BM	0.0
702	Syn	BM	0.0
703	Syn	BM	0.0
704	Rec	BM	0.0
705	Rec	BM	0.15789473684210525
706	Rec	BM	0.0
707	Syn	BM	0.0
708	Rec	BM	0.010638297872340424
709	Syn	BM	0.011111111111111113
710	Syn	BM	0.0
711	Rec	BM	0.010416666666666666
712	Rec	BM	0.0
713	Rec	BM	0.0
714	Syn	BM	0.0
715	Syn	BM	0.02
716	Rec	BM	0.0
717	Rec	BM	0.037037037037037035
718	Rec	BM	0.0
719	Rec	BM	0.014184397163120569
720	Rec	BM	0.051020408163265314
721	Syn	BM	0.0
722	Rec	BM	0.0
723	Rec	BM	0.0
724	Rec	BM	0.0
725	Rec	BM	0.02631578947368421
726	Syn	BM	0.0
727	Rec	BM	0.0
728	Rec	BM	0.0
729	Syn	BM	0.0
730	Rec	BM	0.0
731	Rec	BM	0.0
732	Syn	BM	0.023529411764705882
733	Rec	BM	0.0
734	Rec	BM	0.0
735	Rec	BM	0.07142857142857142
736	Rec	BM	0.0
737	Rec	BM	0.0
738	Syn	BM	0.0
739	Rec	BM	0.07692307692307693
740	Syn	BM	0.02325581395348837
741	Rec	BM	0.0
742	Rec	BM	0.0
743	Rec	BM	0.024390243902439025
744	Syn	BM	0.0
745	Syn	BM	0.0
746	Rec	BM	0.0
747	Rec	BM	0.027777777777777776
748	Syn	BM	0.0
749	Rec	BM	0.0
750	Rec	BM	0.047619047619047616
751	Rec	BM	0.030303030303030307
752	Rec	BM	0.0
753	Rec	BM	0.0
754	Syn	BM	0.0
755	Rec	BM	0.0
756	Rec	BM	0.014492753623188406
757	Syn	BM	0.0
758	Rec	BM	0.0
759	Rec	BM	0.0
760	Rec	BM	0.0
761	Rec	BM	0.0
762	Rec	BM	0.0
763	Rec	BM	0.0
764	Syn	BM	0.0
765	Rec	BM	0.0
766	Rec	BM	0.0
767	Syn	BM	0.0
768	Rec	BM	0.0
769	Rec	BM	0.0
770	Rec	BM	0.0
771	Rec	BM	0.0
772	Rec	BM	0.0
773	Syn	BM	0.0
774	Rec	BM	0.0
775	Syn	BM	0.0
776	Rec	BM	0.03225806451612903
777	Rec	BM	0.0
778	Syn	BM	0.0392156862745098
779	Syn	BM	0.0
780	Syn	BM	0.0
781	Rec	BM	0.0
782	Rec	BM	0.0
783	Rec	BM	0.04395604395604396
784	Syn	BM	0.0
785	Rec	BM	0.06578947368421052
786	Rec	BM	0.0
787	Syn	BM	0.0
788	Rec	BM	0.0
789	Rec	BM	0.0
790	Rec	BM	0.0
791	Rec	BM	0.22857142857142854
792	Rec	BM	0.005376344086021507
793	Syn	BM	0.04
794	Rec	BM	0.0
795	Rec	BM	0.0
796	Rec	BM	0.0
797	Rec	BM	0.0
798	Rec	BM	0.0
799	Syn	BM	0.0
800	Rec	BM	0.0
801	Rec	BM	0.0
802	Rec	BM	0.0
803	Syn	BM	0.017857142857142856
804	Syn	BM	0.03594771241830065
805	Rec	BM	0.003246753246753247
806	Rec	BM	0.0
807	Rec	BM	0.054054054054054064
808	Rec	BM	0.0
809	Rec	BM	0.021037868162692847
810	Syn	BM	0.009790209790209793
811	Rec	BM	0.007079646017699116
812	Rec	BM	0.025
813	Rec	BM	0.0
814	Syn	BM	0.0
815	Rec	BM	0.0
816	Rec	BM	0.0
817	Rec	BM	0.0
818	Rec	BM	0.0
819	Rec	BM	0.2857142857142857
820	Rec	BM	0.08333333333333333
821	Rec	BM	0.0
822	Syn	BM	0.0
823	Rec	BM	0.045977011494252866
824	Rec	BM	0.0
825	Rec	BM	0.0
826	Syn	BM	0.0
827	Syn	BM	0.0014265335235378034
828	Rec	BM	0.002710027100271003
829	Rec	BM	0.0014471780028943561
830	Syn	BM	0.0
831	Rec	BM	0.006535947712418301
832	Rec	BM	0.0
833	Rec	BM	0.0
834	Syn	BM	0.0
835	Rec	BM	0.15789473684210525
836	Rec	BM	0.13513513513513514
837	Syn	BM	0.0
838	Syn	BM	0.0
839	Syn	BM	0.0
840	Syn	BM	0.0
841	Rec	BM	0.0
842	Rec	BM	0.0
843	Rec	BM	0.0
844	Rec	BM	0.0
845	Rec	BM	0.0
846	Syn	BM	0.0
847	Rec	BM	0.0
848	Rec	BM	0.0
849	Rec	BM	0.0
850	Rec	BM	0.0
851	Rec	BM	0.002298850574712644
852	Rec	BM	0.06349206349206349
853	Rec	BM	0.0
854	Rec	BM	0.07692307692307693
855	Rec	BM	0.1176470588235294
856	Rec	BM	0.0
857	Syn	BM	0.0
858	Rec	BM	0.0
859	Rec	BM	0.0
860	Rec	BM	0.0
861	Rec	BM	0.0
862	Rec	BM	0.01694915254237288
863	Rec	BM	0.003389830508474576
864	Rec	BM	0.0
865	Syn	BM	0.0
866	Rec	BM	0.0
867	Rec	BM	0.0
868	Rec	BM	0.006858710562414266
869	Rec	BM	0.04451038575667656
870	Syn	BM	0.0
871	Rec	BM	0.0
872	Syn	BM	0.0
873	Rec	BM	0.0425531914893617
874	Syn	BM	0.0
875	Rec	BM	0.0
876	Rec	BM	0.0
877	Rec	BM	0.0
878	Rec	BM	0.03125
879	Syn	BM	0.0
880	Rec	BM	0.0
881	Syn	BM	0.0
882	Syn	BM	0.03349282296650718
883	Rec	BM	0.0
884	Rec	BM	0.16666666666666666
885	Syn	BM	0.0
886	Rec	BM	0.0
887	Rec	BM	0.0
888	Rec	BM	0.0
889	Rec	BM	0.020942408376963352
890	Rec	BM	0.0
891	Syn	BM	0.013953488372093023
892	Rec	BM	0.0
893	Syn	BM	0.028985507246376805
894	Rec	BM	0.0
895	Rec	BM	0.0111731843575419
896	Rec	BM	0.00373134328358209
897	Syn	BM	0.0
898	Syn	BM	0.0
899	Syn	BM	0.0
900	Rec	BM	0.0
901	Rec	BM	0.0
902	Rec	BM	0.0
903	Syn	BM	0.0017543859649122807
904	Rec	BM	0.0
905	Rec	BM	0.09523809523809523
906	Syn	BM	0.0
907	Rec	BM	0.07547169811320754
908	Rec	BM	0.07317073170731707
909	Rec	BM	0.11320754716981132
910	Syn	BM	0.2887323943661972
911	Rec	BM	0.013513513513513514
912	Rec	BM	0.005141388174807198
913	Syn	BM	0.0
914	Rec	BM	0.0
915	Rec	BM	0.04444444444444445
916	Syn	BM	0.0
917	Rec	BM	0.0
918	Rec	BM	0.0
919	Rec	BM	0.0
920	Syn	BM	0.0
921	Rec	BM	0.010101010101010102
922	Rec	BM	0.07216494845360824
923	Syn	BM	0.020202020202020204
924	Rec	BM	0.0
925	Rec	BM	0.0
926	Rec	BM	0.004201680672268907
927	Rec	BM	0.03125
928	Rec	BM	0.0
929	Rec	BM	0.03333333333333333
930	Rec	BM	0.03225806451612903
931	Rec	BM	0.0
932	Rec	BM	0.0
933	Rec	BM	0.0
934	Rec	BM	0.0425531914893617
935	Syn	BM	0.0
936	Rec	BM	0.08108108108108109
937	Syn	BM	0.05263157894736842
938	Syn	BM	0.02298850574712644
939	Rec	BM	0.02298850574712644
940	Rec	BM	0.0
941	Rec	BM	0.0
942	Rec	BM	0.0
943	Rec	BM	0.0
944	Syn	BM	0.0
945	Syn	BM	0.0
946	Rec	BM	0.0
947	Rec	BM	0.0
948	Rec	BM	0.0
949	Rec	BM	0.0
950	Rec	BM	0.0
951	Rec	BM	0.16129032258064516
952	Rec	BM	0.0
953	Rec	BM	0.0
954	Rec	BM	0.0
955	Rec	BM	0.0
956	Rec	BM	0.0
957	Syn	BM	0.0196078431372549
958	Syn	BM	0.0196078431372549
959	Rec	BM	0.0
960	Rec	BM	0.0
961	Rec	BM	0.0
962	Rec	BM	0.0
963	Syn	BM	0.022222222222222227
964	Rec	BM	0.0
965	Rec	BM	0.07792207792207792
966	Rec	BM	0.0176678445229682
967	Rec	BM	0.0
968	Rec	BM	0.0
969	Rec	BM	0.0
970	Syn	BM	0.0
971	Rec	BM	0.0
