	Effect	variable	value
145	Rec	WN_ef	0.10075566750629723
146	Rec	WN_ef	0.16666666666666666
147	Syn	WN_ef	0.273972602739726
148	Syn	WN_ef	0.2689075630252101
149	Rec	WN_ef	0.6194926568758344
150	Syn	WN_ef	0.20967741935483872
151	Rec	WN_ef	0.4630281690140845
152	Rec	WN_ef	0.4705882352941176
153	Rec	WN_ef	0.16657473800330946
154	Syn	WN_ef	0.1573593936976466
155	Rec	WN_ef	0.6350561797752811
156	Rec	WN_ef	0.4776785714285714
157	Rec	WN_ef	0.3673469387755102
158	Rec	WN_ef	0.2372990353697749
159	Rec	WN_ef	0.36075268817204303
160	Rec	WN_ef	0.28338278931750743
161	Rec	WN_ef	0.16400580551523947
162	Rec	WN_ef	0.1661807580174927
163	Rec	WN_ef	0.582901554404145
164	Rec	WN_ef	0.3238341968911917
165	Syn	WN_ef	0.13468992248062014
166	Rec	WN_ef	0.4888200894392845
167	Rec	WN_ef	0.3152114222954421
168	Syn	WN_ef	0.3859718907451604
169	Rec	WN_ef	0.2595899886806691
170	Syn	WN_ef	0.1289995656580281
171	Rec	WN_ef	0.1742690058479532
172	Syn	WN_ef	0.3209169054441261
173	Syn	WN_ef	0.3507109004739337
174	Syn	WN_ef	0.15156375300721733
175	Rec	WN_ef	0.4976762199845081
176	Rec	WN_ef	0.3841554559043348
177	Syn	WN_ef	0.1582089552238806
178	Syn	WN_ef	0.2969748615253515
179	Rec	WN_ef	0.2045028142589118
180	Rec	WN_ef	0.21888412017167386
181	Rec	WN_ef	0.17391304347826084
182	Syn	WN_ef	0.2584118438761777
183	Rec	WN_ef	0.5696022727272727
184	Rec	WN_ef	0.3688760806916426
185	Syn	WN_ef	0.28865979381443296
186	Rec	WN_ef	0.15330520393811534
187	Rec	WN_ef	0.1393179830953075
188	Rec	WN_ef	0.11713933415536375
189	Rec	WN_ef	0.2878787878787879
190	Rec	WN_ef	0.6106870229007634
191	Rec	WN_ef	0.2484756097560976
192	Rec	WN_ef	0.17656765676567654
193	Rec	WN_ef	0.15137614678899086
194	Syn	WN_ef	0.5545722713864307
195	Rec	WN_ef	0.15587680703959775
196	Rec	WN_ef	0.12187958883994128
197	Rec	WN_ef	0.28973277074542897
198	Syn	WN_ef	0.18742442563482467
199	Rec	WN_ef	0.4682539682539682
200	Syn	WN_ef	0.8211920529801324
201	Rec	WN_ef	0.7923156801661475
202	Rec	WN_ef	0.7888774459320288
203	Syn	WN_ef	0.2320441988950276
204	Syn	WN_ef	0.2247557003257329
205	Rec	WN_ef	0.1886654478976234
206	Syn	WN_ef	0.12811913066809766
207	Rec	WN_ef	0.7738095238095238
208	Rec	WN_ef	0.1640112464854733
209	Syn	WN_ef	0.22195121951219512
210	Syn	WN_ef	0.6543787790130681
211	Rec	WN_ef	0.5420827389443652
212	Syn	WN_ef	0.2092198581560284
213	Rec	WN_ef	0.3816371681415929
214	Rec	WN_ef	0.4301552106430155
215	Syn	WN_ef	0.23380281690140844
216	Rec	WN_ef	0.6036866359447005
217	Rec	WN_ef	0.4093381686310064
218	Rec	WN_ef	0.2221774193548387
219	Syn	WN_ef	0.46677341873498795
220	Rec	WN_ef	0.2381635581061693
221	Rec	WN_ef	0.5469271081467365
222	Syn	WN_ef	0.4372163388804841
223	Rec	WN_ef	0.5458845789971618
224	Rec	WN_ef	0.5297805642633229
225	Rec	WN_ef	0.5995145631067961
226	Rec	WN_ef	0.2607218683651805
227	Rec	WN_ef	0.20339685169842586
228	Syn	WN_ef	0.2030892448512586
229	Rec	WN_ef	0.6010752688172043
230	Rec	WN_ef	0.191079295154185
231	Rec	WN_ef	0.16470588235294115
232	Rec	WN_ef	0.6107673267326733
233	Rec	WN_ef	0.5602150537634408
234	Rec	WN_ef	0.34361702127659577
235	Syn	WN_ef	0.2
236	Rec	WN_ef	0.16728624535315986
237	Rec	WN_ef	0.19111111111111112
238	Rec	WN_ef	0.2339577520924671
239	Syn	WN_ef	0.21810699588477367
240	Syn	WN_ef	0.17812061711079946
241	Rec	WN_ef	0.8216519301272375
242	Rec	WN_ef	0.33840304182509506
243	Rec	WN_ef	0.2604166666666667
244	Syn	WN_ef	0.26978284873021713
245	Syn	WN_ef	0.210752688172043
246	Rec	WN_ef	0.6967263743051266
247	Rec	WN_ef	0.3632301308649856
248	Rec	WN_ef	0.7110472541507025
249	Rec	WN_ef	0.1884422110552764
250	Rec	WN_ef	0.24210526315789474
251	Rec	WN_ef	0.1549165120593692
252	Rec	WN_ef	0.20507936507936508
253	Rec	WN_ef	0.2722731057452123
254	Rec	WN_ef	0.6279264214046822
255	Rec	WN_ef	0.14862681744749595
256	Rec	WN_ef	0.32748538011695905
257	Syn	WN_ef	0.0971563981042654
258	Rec	WN_ef	0.4569961489088576
259	Rec	WN_ef	0.3906976744186047
260	Rec	WN_ef	0.16109422492401215
261	Rec	WN_ef	0.47834549878345506
262	Rec	WN_ef	0.18095238095238092
263	Rec	WN_ef	0.6652875465453041
264	Rec	WN_ef	0.13356164383561644
265	Rec	WN_ef	0.3470790378006873
266	Rec	WN_ef	0.2016806722689076
267	Syn	WN_ef	0.1417624521072797
268	Syn	WN_ef	0.12232415902140673
269	Rec	WN_ef	0.30854430379746833
270	Rec	WN_ef	0.2163187855787476
271	Rec	WN_ef	0.16666666666666666
272	Rec	WN_ef	0.3133971291866029
273	Rec	WN_ef	0.6229116945107399
274	Rec	WN_ef	0.2808798646362098
275	Syn	WN_ef	0.2497883149872989
276	Rec	WN_ef	0.3679525222551929
277	Syn	WN_ef	0.4212765957446809
278	Syn	WN_ef	0.11377245508982035
279	Syn	WN_ef	0.1869784933599718
280	Rec	WN_ef	0.6083408884859474
281	Rec	WN_ef	0.8328333133325333
282	Rec	WN_ef	0.7693514644351465
283	Syn	WN_ef	0.32959221848110737
284	Syn	WN_ef	0.34472934472934474
285	Syn	WN_ef	0.1112565445026178
286	Rec	WN_ef	0.5001213886865744
287	Rec	WN_ef	0.8262286860581746
288	Rec	WN_ef	0.7048182864660417
289	Syn	WN_ef	0.41134361233480177
290	Syn	WN_ef	0.18141197497765865
291	Rec	WN_ef	0.15620641562064155
292	Syn	WN_ef	0.3897849462365591
293	Syn	WN_ef	0.19505494505494506
294	Syn	WN_ef	0.3912248628884826
295	Rec	WN_ef	0.2745762711864407
296	Rec	WN_ef	0.16666666666666666
297	Syn	WN_ef	0.25882352941176473
298	Rec	WN_ef	0.5892857142857143
299	Rec	WN_ef	0.21565641181845874
300	Syn	WN_ef	0.31504424778761064
301	Syn	WN_ef	0.3261648745519713
302	Syn	WN_ef	0.3781094527363184
303	Syn	WN_ef	0.2760416666666667
304	Rec	WN_ef	0.9237237237237236
305	Syn	WN_ef	0.2927927927927928
306	Syn	WN_ef	0.21484375
307	Rec	WN_ef	0.46875
308	Rec	WN_ef	0.42930591259640105
309	Rec	WN_ef	0.20350877192982456
310	Rec	WN_ef	0.15873015873015872
311	Syn	WN_ef	0.36224028906955735
312	Rec	WN_ef	0.3674418604651163
313	Syn	WN_ef	0.2986627043090639
314	Rec	WN_ef	0.30772923667786845
315	Rec	WN_ef	0.4902769593400118
316	Syn	WN_ef	0.14588467225234106
317	Rec	WN_ef	0.3730656629025512
318	Rec	WN_ef	0.1811062163485071
319	Rec	WN_ef	0.35728868926092283
320	Syn	WN_ef	0.10564454614797864
321	Syn	WN_ef	0.07223208999407932
322	Rec	WN_ef	0.12589073634204276
323	Rec	WN_ef	0.3690476190476191
324	Rec	WN_ef	0.20252525252525247
325	Syn	WN_ef	0.4576719576719577
326	Syn	WN_ef	0.1695501730103806
327	Rec	WN_ef	0.09171075837742504
328	Rec	WN_ef	0.09650924024640656
329	Rec	WN_ef	0.055276381909547735
330	Rec	WN_ef	0.3301435406698565
331	Syn	WN_ef	0.08085808580858085
332	Rec	WN_ef	0.2595419847328244
333	Rec	WN_ef	0.19047619047619047
334	Syn	WN_ef	0.5402843601895735
335	Syn	WN_ef	0.1574468085106383
336	Rec	WN_ef	0.548728813559322
337	Rec	WN_ef	0.12344280860702153
338	Syn	WN_ef	0.7225325884543762
339	Syn	WN_ef	0.16224066390041494
340	Rec	WN_ef	0.14474180173388618
341	Syn	WN_ef	0.30676598386095594
342	Syn	WN_ef	0.2356733524355301
343	Rec	WN_ef	0.4428969359331476
344	Rec	WN_ef	0.3165680473372781
345	Rec	WN_ef	0.1821247892074199
346	Rec	WN_ef	0.26487747957993
347	Rec	WN_ef	0.5084151472650772
348	Rec	WN_ef	0.2566560170394036
349	Rec	WN_ef	0.6579097658480868
350	Rec	WN_ef	0.3834771886559803
351	Rec	WN_ef	0.1898162097017174
352	Rec	WN_ef	0.20866726031463345
353	Rec	WN_ef	0.22850503485670026
354	Rec	WN_ef	0.22156045265038712
355	Rec	WN_ef	0.5109070034443168
356	Syn	WN_ef	0.12738367658276126
357	Rec	WN_ef	0.157942238267148
358	Syn	WN_ef	0.6459143968871596
359	Rec	WN_ef	0.6412315930388219
360	Rec	WN_ef	0.4103864311942647
361	Syn	WN_ef	0.3656443957648777
362	Syn	WN_ef	0.21930714596318307
363	Rec	WN_ef	0.2759695722658685
364	Rec	WN_ef	0.11241830065359476
365	Rec	WN_ef	0.19133278822567454
366	Syn	WN_ef	0.2285395763656633
367	Rec	WN_ef	0.17889087656529518
368	Syn	WN_ef	0.16090712742980562
369	Rec	WN_ef	0.21069868995633187
370	Rec	WN_ef	0.3451443569553806
371	Rec	WN_ef	0.3173302107728337
372	Rec	WN_ef	0.3639871382636656
373	Rec	WN_ef	0.38060686015831136
374	Rec	WN_ef	0.6147435897435898
375	Rec	WN_ef	0.2878228782287823
376	Rec	WN_ef	0.4418331374853114
377	Syn	WN_ef	0.11124546553808948
378	Syn	WN_ef	0.3071428571428572
379	Syn	WN_ef	0.28367875647668395
380	Rec	WN_ef	0.23771880293619424
381	Rec	WN_ef	0.2924145917776491
382	Syn	WN_ef	0.3060747663551402
383	Rec	WN_ef	0.29593373493975905
384	Syn	WN_ef	0.2680344142951688
385	Rec	WN_ef	0.5528717122920022
386	Rec	WN_ef	0.3084434233199311
387	Rec	WN_ef	0.2814070351758794
388	Rec	WN_ef	0.34098360655737703
389	Syn	WN_ef	0.31475667189952905
390	Rec	WN_ef	0.266147859922179
391	Rec	WN_ef	0.10344827586206896
392	Syn	WN_ef	0.16129032258064516
393	Rec	WN_ef	0.2152671755725191
394	Syn	WN_ef	0.12543312543312546
395	Rec	WN_ef	0.7058362710536623
396	Rec	WN_ef	0.5895336418654326
397	Rec	WN_ef	0.4179714091218516
398	Rec	WN_ef	0.23069036226930964
399	Rec	WN_ef	0.7178294573643411
400	Rec	WN_ef	0.38064269319051264
401	Syn	WN_ef	0.7862725110431532
402	Rec	WN_ef	0.19812583668005354
403	Rec	WN_ef	0.6391388174807198
404	Rec	WN_ef	0.5820348304307974
405	Rec	WN_ef	0.3136094674556213
406	Rec	WN_ef	0.5533175355450237
407	Syn	WN_ef	0.2232510288065844
408	Rec	WN_ef	0.24239350912778904
409	Rec	WN_ef	0.4347368421052632
410	Rec	WN_ef	0.0872836719337848
411	Rec	WN_ef	0.18803418803418806
412	Rec	WN_ef	0.19868095630667765
413	Rec	WN_ef	0.21386861313868613
414	Rec	WN_ef	0.22215057230372398
415	Rec	WN_ef	0.28721656260269474
416	Rec	WN_ef	0.16208453016003282
417	Rec	WN_ef	0.15960230245944532
418	Rec	WN_ef	0.0904178674351585
419	Rec	WN_ef	0.5043227665706052
420	Rec	WN_ef	0.18667432510051696
421	Rec	WN_ef	0.16611295681063126
422	Rec	WN_ef	0.19278096800656275
423	Rec	WN_ef	0.10490693739424704
424	Rec	WN_ef	0.4687045123726346
425	Rec	WN_ef	0.362992125984252
426	Rec	WN_ef	0.44808743169398907
427	Syn	WN_ef	0.1051985264019648
428	Rec	WN_ef	0.3508095605242868
429	Rec	WN_ef	0.36193029490616624
430	Syn	WN_ef	0.19832402234636876
431	Rec	WN_ef	0.2989536621823617
432	Rec	WN_ef	0.2172413793103448
433	Rec	WN_ef	0.23294117647058826
434	Syn	WN_ef	0.15885947046843174
435	Syn	WN_ef	0.27113702623906705
436	Syn	WN_ef	0.6503856041131105
437	Rec	WN_ef	0.28152866242038216
438	Rec	WN_ef	0.2462253193960511
439	Rec	WN_ef	0.17765567765567766
440	Syn	WN_ef	0.302491103202847
441	Rec	WN_ef	0.5657397871610024
442	Syn	WN_ef	0.24135113048215745
443	Rec	WN_ef	0.18971351229415745
444	Rec	WN_ef	0.33668341708542715
445	Rec	WN_ef	0.4391988555078684
446	Rec	WN_ef	0.5379984951091046
447	Rec	WN_ef	0.2717889908256881
448	Rec	WN_ef	0.7703180212014135
449	Syn	WN_ef	0.2717149220489978
450	Syn	WN_ef	0.17209775967413446
451	Syn	WN_ef	0.20600414078674947
452	Rec	WN_ef	0.22457282343368595
453	Rec	WN_ef	0.6376948512045347
454	Rec	WN_ef	0.6949720670391062
455	Rec	WN_ef	0.8783699059561129
456	Rec	WN_ef	0.6531746031746032
457	Rec	WN_ef	0.5774980330448466
458	Syn	WN_ef	0.15494791666666666
459	Syn	WN_ef	0.5464547677261614
460	Rec	WN_ef	0.9186418962203716
461	Rec	WN_ef	0.35043668122270744
462	Rec	WN_ef	0.2247451343836886
463	Rec	WN_ef	0.2596491228070175
464	Rec	WN_ef	0.19642857142857145
465	Rec	WN_ef	0.3444592790387183
466	Rec	WN_ef	0.23725055432372505
467	Syn	WN_ef	0.23423423423423426
468	Syn	WN_ef	0.5845070422535211
469	Rec	WN_ef	0.3663366336633663
470	Syn	WN_ef	0.31191088260496996
471	Rec	WN_ef	0.2354330708661417
472	Rec	WN_ef	0.4576271186440678
473	Rec	WN_ef	0.21849522478453293
474	Rec	WN_ef	0.582995951417004
475	Rec	WN_ef	0.10235131396957124
476	Rec	WN_ef	0.5122324159021406
477	Rec	WN_ef	0.13385826771653545
478	Syn	WN_ef	0.1663572224285184
479	Syn	WN_ef	0.6760936809544852
480	Syn	WN_ef	0.2945175438596491
481	Rec	WN_ef	0.3026269702276708
482	Rec	WN_ef	0.3582577132486389
483	Rec	WN_ef	0.2378048780487805
484	Rec	WN_ef	0.4057971014492754
485	Syn	WN_ef	0.21742405222194325
486	Rec	WN_ef	0.118210405946255
487	Rec	WN_ef	0.19569612940496825
488	Rec	WN_ef	0.6447793326157158
489	Rec	WN_ef	0.6998207885304659
490	Rec	WN_ef	0.30781373322809785
491	Rec	WN_ef	0.6342975206611571
492	Rec	WN_ef	0.564453125
493	Rec	WN_ef	0.6266766020864382
494	Rec	WN_ef	0.16317991631799164
495	Syn	WN_ef	0.32474874371859297
496	Rec	WN_ef	0.5615678113076656
497	Rec	WN_ef	0.36018957345971564
498	Syn	WN_ef	0.24558480506497835
499	Rec	WN_ef	0.6240601503759399
500	Rec	WN_ef	0.4233937397034596
501	Rec	WN_ef	0.2816326530612245
502	Rec	WN_ef	0.215210355987055
503	Rec	WN_ef	0.12776831345826234
504	Rec	WN_ef	0.17466110531803966
505	Rec	WN_ef	0.5404312668463612
506	Rec	WN_ef	0.4947916666666667
507	Rec	WN_ef	0.1839557399723375
508	Rec	WN_ef	0.235632183908046
509	Syn	WN_ef	0.2033898305084746
510	Rec	WN_ef	0.5035913806863528
511	Syn	WN_ef	0.17633042096902304
512	Rec	WN_ef	0.4393153526970954
513	Rec	WN_ef	0.26791277258566976
514	Rec	WN_ef	0.14338235294117646
515	Rec	WN_ef	0.2796791443850267
516	Rec	WN_ef	0.14251781472684086
517	Syn	WN_ef	0.1487935656836461
518	Rec	WN_ef	0.13582342954159593
519	Syn	WN_ef	0.16147308781869688
520	Rec	WN_ef	0.27827380952380953
521	Syn	WN_ef	0.15886699507389165
522	Rec	WN_ef	0.3006482982171799
523	Rec	WN_ef	0.1157495256166983
524	Rec	WN_ef	0.2757475083056478
525	Syn	WN_ef	0.4643678160919541
526	Rec	WN_ef	0.1722900215362527
527	Rec	WN_ef	0.2671181339352897
528	Rec	WN_ef	0.2127039627039627
529	Rec	WN_ef	0.16741573033707866
530	Rec	WN_ef	0.22826086956521735
531	Rec	WN_ef	0.2274678111587983
532	Syn	WN_ef	0.7358101135190919
533	Syn	WN_ef	0.4435058078141499
534	Rec	WN_ef	0.7894736842105263
535	Syn	WN_ef	0.11560693641618495
536	Rec	WN_ef	0.30787037037037035
537	Rec	WN_ef	0.3500496524329692
538	Rec	WN_ef	0.3142076502732241
539	Rec	WN_ef	0.2366863905325444
540	Rec	WN_ef	0.308411214953271
541	Rec	WN_ef	0.4697986577181208
542	Rec	WN_ef	0.19669117647058826
543	Rec	WN_ef	0.2841976316864026
544	Syn	WN_ef	0.2414448669201521
545	Rec	WN_ef	0.3038927052666012
546	Rec	WN_ef	0.4149149149149149
547	Rec	WN_ef	0.5589041095890411
548	Rec	WN_ef	0.25991902834008096
549	Rec	WN_ef	0.4065116279069768
550	Syn	WN_ef	0.1581151832460733
551	Rec	WN_ef	0.2280405405405405
552	Rec	WN_ef	0.2675324675324675
553	Rec	WN_ef	0.2579650565262076
554	Syn	WN_ef	0.5487646293888166
555	Rec	WN_ef	0.11092436974789917
556	Syn	WN_ef	0.3588039867109635
557	Rec	WN_ef	0.4874371859296482
558	Rec	WN_ef	0.17065868263473055
559	Rec	WN_ef	0.3548387096774194
560	Rec	WN_ef	0.2008032128514056
561	Rec	WN_ef	0.2859638178415471
562	Rec	WN_ef	0.1571627260083449
563	Rec	WN_ef	0.17012987012987013
564	Rec	WN_ef	0.11994784876140807
565	Rec	WN_ef	0.4765027322404372
566	Rec	WN_ef	0.14752252252252251
567	Rec	WN_ef	0.3224254090471607
568	Rec	WN_ef	0.10358565737051792
569	Rec	WN_ef	0.3230010567101092
570	Rec	WN_ef	0.3597733711048159
571	Rec	WN_ef	0.2545103092783505
572	Syn	WN_ef	0.1509433962264151
573	Rec	WN_ef	0.2206776715899218
574	Rec	WN_ef	0.2333783580969533
575	Syn	WN_ef	0.12724550898203593
576	Rec	WN_ef	0.3865546218487395
577	Rec	WN_ef	0.22943722943722944
578	Rec	WN_ef	0.5194598888006354
579	Rec	WN_ef	0.6035447761194029
580	Rec	WN_ef	0.3393242271746945
581	Rec	WN_ef	0.21214285714285716
582	Rec	WN_ef	0.38375350140056025
583	Rec	WN_ef	0.26913875598086123
584	Syn	WN_ef	0.2028169014084507
585	Rec	WN_ef	0.20359281437125748
586	Syn	WN_ef	0.3601190476190476
587	Rec	WN_ef	0.5306122448979592
588	Syn	WN_ef	0.07065217391304347
589	Rec	WN_ef	0.2475288303130148
590	Rec	WN_ef	0.3408333333333333
591	Rec	WN_ef	0.1777893639207508
592	Rec	WN_ef	0.1111111111111111
593	Rec	WN_ef	0.31309904153354634
594	Syn	WN_ef	0.4919631569441936
595	Rec	WN_ef	0.8158423069903267
596	Syn	WN_ef	0.2393195190585828
597	Syn	WN_ef	0.22303637999742895
598	Rec	WN_ef	0.19258589511754068
599	Rec	WN_ef	0.2127545551982851
600	Syn	WN_ef	0.1962320067739204
601	Syn	WN_ef	0.20685714285714285
602	Rec	WN_ef	0.1852207293666027
603	Rec	WN_ef	0.16192560175054704
604	Rec	WN_ef	0.16905444126074498
605	Rec	WN_ef	0.3649754500818331
606	Rec	WN_ef	0.4648152506472111
607	Rec	WN_ef	0.20970042796005706
608	Rec	WN_ef	0.12777777777777774
609	Rec	WN_ef	0.13766233766233765
610	Rec	WN_ef	0.2043429844097996
611	Rec	WN_ef	0.524822695035461
612	Rec	WN_ef	0.5435356200527705
613	Syn	WN_ef	0.397078353253652
614	Rec	WN_ef	0.5303748384317105
615	Rec	WN_ef	0.8613317043372022
616	Rec	WN_ef	0.13815261044176708
617	Rec	WN_ef	0.1167381974248927
618	Rec	WN_ef	0.1480117820324006
619	Rec	WN_ef	0.3696522993110079
620	Syn	WN_ef	0.4889502762430939
621	Rec	WN_ef	0.0671462829736211
622	Syn	WN_ef	0.18930957683741648
623	Rec	WN_ef	0.3303370786516854
624	Rec	WN_ef	0.13406593406593406
625	Rec	WN_ef	0.4474708171206226
626	Rec	WN_ef	0.5393700787401575
627	Syn	WN_ef	0.465034965034965
628	Rec	WN_ef	0.6066433566433567
629	Syn	WN_ef	0.4241379310344828
630	Rec	WN_ef	0.4938271604938271
631	Rec	WN_ef	0.09956709956709957
632	Syn	WN_ef	0.21246458923512748
633	Rec	WN_ef	0.3448275862068966
634	Syn	WN_ef	0.34472934472934474
635	Rec	WN_ef	0.4090909090909091
636	Rec	WN_ef	0.5044247787610621
637	Rec	WN_ef	0.2277580071174377
638	Rec	WN_ef	0.16803953871499178
639	Rec	WN_ef	0.4593406593406593
640	Rec	WN_ef	0.2833333333333333
641	Syn	WN_ef	0.18134096874254355
642	Rec	WN_ef	0.13541666666666666
643	Rec	WN_ef	0.7579841781423967
644	Rec	WN_ef	0.2747516272696129
645	Rec	WN_ef	0.7815816501198221
646	Rec	WN_ef	0.365563406470807
647	Rec	WN_ef	0.5282691640652099
648	Rec	WN_ef	0.1822429906542056
649	Rec	WN_ef	0.2855764592378196
650	Rec	WN_ef	0.354933110367893
651	Rec	WN_ef	0.29325699745547074
652	Rec	WN_ef	0.5841584158415841
653	Syn	WN_ef	0.39593781344032103
654	Syn	WN_ef	0.3789954337899543
655	Rec	WN_ef	0.2406181015452539
656	Rec	WN_ef	0.12874251497005987
657	Syn	WN_ef	0.17496443812233287
658	Syn	WN_ef	0.3555240793201133
659	Rec	WN_ef	0.3955901426718547
660	Rec	WN_ef	0.4490979381443299
661	Syn	WN_ef	0.20940611053896327
662	Rec	WN_ef	0.5331998665331998
663	Rec	WN_ef	0.2014166923313828
664	Rec	WN_ef	0.10704505850136918
665	Rec	WN_ef	0.3302752293577982
666	Syn	WN_ef	0.1928071928071928
